Όνομα;Χονδρική τιμή (€);Περιγραφή;Τύπος;Περιοχή;Χαρακτηριστικά;Εταιρία;Φωτογραφία;Κωδικός;Barcode (EAN);SPF;Συσκευασία
Bioderma Photoderm AR SPF50+ 30ml;14,90;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 30ml.;;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-ar-spf50-30ml-3701129803707.webp;2200038698;3701129803707;50+;30ml
Bioderma Photoderm Ultra Fluid AR+ SPF50+ 40ml ΝΕΟ 2026;16,43;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 40ml.;Fluid;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-ultra-fluid-ar-spf50-40ml-2026-3701129817957.jpg;00038699;3701129817957;50+;40ml
Bioderma Photoderm Lait Ultra SPF50+ 200ml;16,10;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 200ml.;Γαλάκτωμα;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-lait-ultra-spf50-200ml-3701129803639.jpg;2200043728;3701129803639;50+;200ml
Bioderma Photoderm Brume Invisible SPF50+ 150ml;15,83;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 150ml.;Spray;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-brume-invisible-spf50-150ml-3701129806616.jpg;2200041551;3701129806616;50+;150ml
Bioderma Photoderm Brume Invisible SPF30 150ml;15,83;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 150ml.;Spray;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-brume-invisible-spf30-150ml-3701129806609.jpg;2200042295;3701129806609;30;150ml
Bioderma Photoderm Family Spray Invisible SPF50+ 300ml;19,68;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 300ml. Οικογενειακή συσκευασία.;Spray;;Οικογενειακό;Bioderma Photoderm;sunscreens/bioderma-photoderm-family-spray-invisible-spf50-300ml-3701129807248.jpg;2200042036;3701129807248;50+;300ml
Bioderma Photoderm Family Spray Invisible SPF30 300ml;18,82;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή spray, συσκευασία 300ml. Οικογενειακή συσκευασία.;Spray;;Οικογενειακό;Bioderma Photoderm;sunscreens/bioderma-photoderm-family-spray-invisible-spf30-300ml-3701129807255.jpg;2200041554;3701129807255;30;300ml
Bioderma Photoderm Eau Solaire Bronze SPF30 200ml;17,89;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Υψηλή αντηλιακή προστασία (SPF 30). Συσκευασία 200ml.;;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-eau-solaire-bronze-spf30-200ml-3701129807880.webp;2200041572;3701129807880;30;200ml
Bioderma Photoderm Eau Solaire Anti-Ox SPF50 200ml;17,89;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 200ml.;;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-eau-solaire-anti-ox-spf50-200ml-3701129807897.jpg;2200041570;3701129807897;50;200ml
Bioderma Photoderm Pediatrics Mineral SPF50+ 50g;11,32;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Συσκευασία 50g. Κατάλληλο για παιδιά.;;;Παιδικό;Bioderma Photoderm;sunscreens/bioderma-photoderm-pediatrics-mineral-spf50-50g-3701129807309.png;2200041559;3701129807309;50+;50g
Bioderma Photoderm Pediatrics Spray SPF50+ 200ml;16,70;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή spray, συσκευασία 200ml. Κατάλληλο για παιδιά.;Spray;;Παιδικό;Bioderma Photoderm;sunscreens/bioderma-photoderm-pediatrics-spray-spf50-200ml-3701129807316.jpg;2200041548;3701129807316;50+;200ml
Bioderma Photoderm Pediatrics Lait SPF50+ 200ml;16,10;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή γαλάκτωμα, συσκευασία 200ml. Κατάλληλο για παιδιά.;Γαλάκτωμα;;Παιδικό;Bioderma Photoderm;sunscreens/bioderma-photoderm-pediatrics-lait-spf50-200ml-3701129807293.jpg;2200041545;3701129807293;50+;200ml
Bioderma Photoderm Après-Soleil 200ml;10,72;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Συσκευασία 200ml.;;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-apres-soleil-200ml-3701129803820.jpg;2200042418;3701129803820;;200ml
Bioderma Photoderm Après-Soleil 500ml;14,64;Από τη Photoderm της Bioderma με αποκλειστική τεχνολογία Cellular Bioprotection™ για ολοκληρωμένη προστασία σε κυτταρικό επίπεδο. Συσκευασία 500ml.;;;;Bioderma Photoderm;sunscreens/bioderma-photoderm-apres-soleil-500ml-3701129803837.jpg;2200042420;3701129803837;;500ml
Frezyderm Ac-Norm Sunscreen Fluid Tinted SPF50 50ml;15,40;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml. Με χρωματισμό για ενιαία όψη.;Fluid;;Με χρώμα;Frezyderm;sunscreens/frezyderm-ac-norm-sunscreen-fluid-tinted-spf50-50ml-5202888400131.jpg;2200048547;5202888400131;50;50ml
Frezyderm Ac-Norm Sunscreen Fluid SPF50+ 50ml;15,93;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;;;Frezyderm;sunscreens/frezyderm-ac-norm-sunscreen-fluid-spf50-50ml-5202888400025.jpg;2200030631;5202888400025;50+;50ml
Frezyderm Active Sun Cream Face SPF30 50ml;15,29;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;Πρόσωπο;;Frezyderm;sunscreens/frezyderm-active-sun-cream-face-spf30-50ml-5202888400087.jpg;2200030626;5202888400087;30;50ml
Frezyderm Active Sun Fluid Face SPF50+ 50ml;16,30;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid, συσκευασία 50ml.;Fluid;Πρόσωπο;;Frezyderm;sunscreens/frezyderm-active-sun-fluid-face-spf50-50ml-5202888400032.jpg;2200030625;5202888400032;50+;50ml
Frezyderm Active Sun Foundation Body SPF30 75ml;17,23;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή foundation, συσκευασία 75ml.;Foundation;Σώμα;;Frezyderm;sunscreens/frezyderm-active-sun-foundation-body-spf30-75ml-5202888400063.jpg;2200030623;5202888400063;30;75ml
Frezyderm Active Sun Cream Face SPF50+ 50ml;15,31;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα, συσκευασία 50ml.;Κρέμα;Πρόσωπο;;Frezyderm;sunscreens/frezyderm-active-sun-cream-face-spf50-50ml-5202888400094.jpg;2200030627;5202888400094;50+;50ml
Frezyderm Active Sun Cream Sensitive Face/Body SPF50;18,38;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Ειδικά για ευαίσθητο δέρμα.;Κρέμα;Πρόσωπο & Σώμα;Ευαίσθητο δέρμα;Frezyderm;sunscreens/frezyderm-active-sun-cream-sensitive-face-body-spf50-5202888400056.jpg;2200030622;5202888400056;50;
Frezyderm Active Sun Cream Tinted Face SPF50+;15,94;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή κρέμα. Με χρωματισμό για ενιαία όψη.;Κρέμα;Πρόσωπο;Με χρώμα;Frezyderm;sunscreens/frezyderm-active-sun-cream-tinted-face-spf50-5202888400100.jpg;2200030629;5202888400100;50+;
Frezyderm Active Sun Fluid Tinted Face SPF50+;17,23;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή fluid. Με χρωματισμό για ενιαία όψη.;Fluid;Πρόσωπο;Με χρώμα;Frezyderm;sunscreens/frezyderm-active-sun-fluid-tinted-face-spf50-5202888400049.jpg;2200030628;5202888400049;50+;
Frezyderm Active Sun Foundation Face SPF30 30ml;15,94;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Υψηλή αντηλιακή προστασία (SPF 30). Σε υφή foundation, συσκευασία 30ml.;Foundation;Πρόσωπο;;Frezyderm;sunscreens/frezyderm-active-sun-foundation-face-spf30-30ml-5202888400070.jpg;2200030624;5202888400070;30;30ml
Frezyderm Active Sun Lipbalm SPF50+ 15ml;4,14;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Πολύ υψηλή αντηλιακή προστασία (SPF 50+) ενάντια σε UVB και UVA ακτινοβολία. Σε υφή lip balm, συσκευασία 15ml.;Lip Balm;Χείλη;;Frezyderm;sunscreens/frezyderm-active-sun-lipbalm-spf50-15ml-5202888400018.jpg;2200030621;5202888400018;50+;15ml
Frezyderm Anti-Thermal Water Mist 300ml;10,83;Ελληνικής παραγωγής από τη Frezyderm, με ασφαλή & καινοτόμα φίλτρα και εξειδικευμένες συνθέσεις για κάθε ανάγκη. Σε υφή mist, συσκευασία 300ml.;Mist;;;Frezyderm;sunscreens/frezyderm-anti-thermal-water-mist-300ml-5202888222368.jpg;2200035253;5202888222368;;300ml
